customer_id,customer_name,region,segment,acquisition_channel,signup_date,fleet_size,account_status,annual_contract_value
C10946,Customer 0947,Delhi NCR,SMB,Outbound,2025-07-16,597,Active,118389.14
C10947,Customer 0948,Ahmedabad,SMB,Outbound,2025-11-26,733,Active,113009.28
C10948,Customer 0949,Mumbai,SMB,Referral,2025-02-02,83,Active,12215.65
C10949,Customer 0950,Pune,SMB,Outbound,2025-11-04,183,At Risk,19482.51
C10950,Customer 0951,Delhi NCR,SMB,Referral,2024-10-29,746,Active,120382.84
C10951,Customer 0952,Chennai,Mid-Market,Outbound,2025-02-21,40,Active,4376.12
C10952,Customer 0953,Ahmedabad,Mid-Market,Partner,2025-02-28,434,Active,72673.1
C10953,Customer 0954,Pune,SMB,Paid Search,2025-08-21,347,At Risk,36103.8
C10954,Customer 0955,Delhi NCR,Enterprise,Paid Search,2025-06-09,798,Active,246540.45
C10955,Customer 0956,Delhi NCR,Mid-Market,Referral,2024-03-07,728,At Risk,136903.72
C10956,Customer 0957,Pune,Enterprise,Organic,2025-11-18,762,Active,183164.78
C10957,Customer 0958,Mumbai,Mid-Market,Partner,2025-10-06,249,Active,26918.48
C10958,Customer 0959,Bengaluru,Mid-Market,Event,2024-03-29,501,Active,84568.91
C10959,Customer 0960,Delhi NCR,Mid-Market,Organic,2026-03-28,596,Active,56546.36
C10960,Customer 0961,Hyderabad,Mid-Market,Referral,2025-07-15,822,Active,212010.77
C10961,Customer 0962,Bengaluru,Enterprise,Referral,2024-03-13,11,Active,1618.6
C10962,Customer 0963,Delhi NCR,SMB,Paid Search,2025-02-21,830,Active,52242.37
C10963,Customer 0964,Kochi,SMB,Organic,2025-12-11,305,At Risk,35296.12
C10964,Customer 0965,Kochi,SMB,Organic,2024-08-25,113,Active,12932.75
C10965,Customer 0966,Mumbai,Enterprise,Partner,2026-03-04,525,Active,124102.81
C10966,Customer 0967,Delhi NCR,SMB,Organic,2024-12-21,665,Active,39705.01
C10967,Customer 0968,Bengaluru,Mid-Market,Organic,2024-07-11,114,At Risk,25106.3
C10968,Customer 0969,,Mid-Market,Organic,2024-10-29,39,At Risk,3660.32
C10969,Customer 0970,Bengaluru,Enterprise,Partner,2025-03-22,762,Active,75685.81
C10970,Customer 0971,Kochi,SMB,Event,2025-08-07,793,Churned,102209.15
C10971,Customer 0972,Kochi,Mid-Market,Referral,2026-02-27,137,At Risk,17846.63
C10972,Customer 0973,Pune,Enterprise,Organic,2024-06-14,768,At Risk,144404.87
C10973,Customer 0974,Mumbai,SMB,Referral,2026-03-27,773,At Risk,40318.27
C10974,Customer 0975,Ahmedabad,Mid-Market,Organic,2025-03-24,847,Active,73651.91
C10975,Customer 0976,Pune,SMB,Paid Search,2024-04-18,187,Active,30084.98
C10976,Customer 0977,Pune,Mid-Market,Organic,2026-02-26,494,Active,51867.02
C10977,Customer 0978,Kochi,SMB,Organic,2024-10-23,845,Active,123070.5
C10978,Customer 0979,Ahmedabad,SMB,Organic,2025-06-11,767,Active,119201.98
C10979,Customer 0980,Hyderabad,SMB,Paid Search,2025-08-16,516,Active,35295.82
C10980,Customer 0981,Ahmedabad,SMB,Paid Search,2024-01-12,171,Churned,28120.16
C10981,Customer 0982,Kochi,SMB,Paid Search,2024-07-07,76,Active,5615.17
C10982,Customer 0983,Bengaluru,Mid-Market,Referral,2025-08-06,223,Churned,26949.51
C10983,Customer 0984,Mumbai,SMB,Outbound,2024-10-03,60,Active,3369.53
C10984,Customer 0985,Kochi,SMB,Outbound,2024-01-08,169,Active,31683.76
C10985,Customer 0986,Bengaluru,Mid-Market,Referral,2024-01-20,68,Active,13382.91
C10986,Customer 0987,Delhi NCR,Mid-Market,Referral,2025-12-03,649,At Risk,115766.5
C10987,Customer 0988,Pune,Mid-Market,Paid Search,2024-05-10,503,Active,101229.86
C10988,Customer 0989,Pune,Enterprise,Partner,2024-03-26,442,Active,79312.89
C10989,Customer 0990,Ahmedabad,SMB,Paid Search,2025-04-22,689,Active,100274.35
C10990,Customer 0991,Hyderabad,Mid-Market,Organic,2024-04-11,352,Active,65258.89
C10991,Customer 0992,Mumbai,SMB,Event,2025-07-09,345,Active,53519.47
C10992,Customer 0993,Ahmedabad,Mid-Market,Paid Search,2025-04-07,179,At Risk,46068.63
C10993,Customer 0994,Chennai,Enterprise,Outbound,2025-07-05,380,Active,104952.07
C10994,Customer 0995,Bengaluru,Mid-Market,Event,2025-02-21,152,Active,15520.91
C10995,Customer 0996,Mumbai,Mid-Market,Paid Search,2025-10-23,502,Active,124972.72
C10996,Customer 0997,Mumbai,Mid-Market,Event,2025-07-02,847,Churned,191186.23
C10997,Customer 0998,Chennai,SMB,Paid Search,2024-12-18,455,Active,51293.65
C10998,Customer 0999,Mumbai,Mid-Market,Organic,2024-01-14,257,Active,36262.16
C10999,Customer 1000,Chennai,Mid-Market,Organic,2024-08-20,586,Active,146904.06
C10012,Customer 0013,Bengaluru,Mid-Market,Referral,2026-02-22,387,Active,60685.99
